f,alpha
377.0,0.28156777125357313
397.28859060402687,0.29954153595301136
417.5771812080537,0.3175801731943647
437.86577181208054,0.3360882432429788
458.1543624161074,0.3556648051332494
478.44295302013427,0.3771565678251382
498.7315436241611,0.40171984574788655
519.020134228188,0.4308730687202964
539.3087248322148,0.46648447126675996
559.5973154362416,0.5105619335025495
579.8859060402685,0.5645908951258232
600.1744966442953,0.6281089955991723
620.4630872483222,0.6966171185192249
640.7516778523491,0.7603469995631059
661.0402684563759,0.8068191266924328
681.3288590604027,0.8275939747331118
701.6174496644296,0.8233969685199103
721.9060402684564,0.8022605164374287
742.1946308724832,0.7737373508328671
762.4832214765102,0.7449853644802709
782.771812080537,0.7200553062642423
803.0604026845638,0.7007290174479159
823.3489932885907,0.6875079191999274
843.6375838926175,0.6802870463770136
863.9261744966443,0.6787205684678319
884.2147651006712,0.6823895503715196
904.503355704698,0.690862571823806
924.7919463087248,0.7037035732233343
945.0805369127518,0.7204558988955446
965.3691275167786,0.7406175095301814
985.6577181208054,0.763615615334865
1005.9463087248323,0.7887861738872071
1026.2348993288592,0.8153626804745505
1046.523489932886,0.8424781455378867
1066.8120805369128,0.8691832573953655
1087.1006711409395,0.8944819623441991
1107.3892617449665,0.9173829399560651
1127.6778523489934,0.9369620729187781
1147.9664429530203,0.9524278467136601
1168.255033557047,0.9631797494486387
1188.543624161074,0.9688500673911334
1208.8322147651006,0.9693222160062342
1229.1208053691275,0.9647232562926147
1249.4093959731545,0.9553931941375579
1269.6979865771814,0.9418375998170176
1289.986577181208,0.9246720458441811
1310.275167785235,0.9045666640966415
1330.5637583892617,0.8821972902559347
1350.8523489932886,0.8582070619661782
1371.1409395973155,0.8331797871097479
1391.4295302013425,0.8076244313762009
1411.7181208053692,0.7819688817646069
1432.006711409396,0.7565606602286752
1452.295302013423,0.731672295034582
1472.5838926174497,0.7075093890026785
1492.8724832214766,0.6842198746771422
1513.1610738255035,0.6619033973166568
1533.4496644295302,0.6406201535428848
1553.7382550335572,0.6203988131096838
1574.026845637584,0.6012433647179449
1594.3154362416108,0.5831388672252529
1614.6040268456377,0.5660561718705279
1634.8926174496646,0.5499557253700702
1655.1812080536913,0.5347905813065279
1675.4697986577182,0.5205087482593442
1695.7583892617452,0.5070549948017355
1716.0469798657718,0.4943722186137557
1736.3355704697988,0.48240247255152735
1756.6241610738257,0.4710877263368999
1776.9127516778524,0.46037042950471174
1797.2013422818793,0.45019392974990935
1817.4899328859062,0.4405027909050344
1837.778523489933,0.431243046310819
1858.0671140939598,0.4223624160951901
1878.3557046979868,0.41381051057749907
1898.6442953020135,0.40553903641700195
1918.9328859060404,0.3975020169920701
1939.2214765100673,0.3896560336597583
1959.510067114094,0.38196048989431053
1979.798657718121,0.37437789579981684
2000.0872483221478,0.36687416619324387
2020.3758389261745,0.3594189214821747
2040.6644295302015,0.35198577713189805
2060.9530201342286,0.34455260487411943
2081.241610738255,0.3371017472507133
2101.530201342282,0.32962016685663353
2121.818791946309,0.32209951295680295
2142.1073825503354,0.3145360910713586
2162.3959731543628,0.30693072559667356
2182.6845637583892,0.2992885112891187
2202.973154362416,0.29161845603249914
2223.261744966443,0.28393302402073506
2243.55033557047,0.2762475942941247
2263.838926174497,0.26857985331898837
2284.1275167785234,0.2609491419801261
2304.4161073825508,0.25337578107626146
2324.7046979865772,0.24588041203088729
2344.993288590604,0.23848340332944173
2365.281879194631,0.23120435830342323
2385.570469798658,0.22406171949532472
2405.859060402685,0.21707245358366567
2426.1476510067114,0.21025182527658803
2446.4362416107383,0.20361328127828615
2466.7248322147652,0.19716845707891473
2487.013422818792,0.19092731949640163
2507.302013422819,0.18489859487977967
2527.590604026846,0.17909087007800895
2547.8791946308725,0.17350395145715403
2568.1677852348994,0.16815085390208573
2588.4563758389263,0.16303627392109188
2608.7449664429532,0.15816709888281977
2629.03355704698,0.1535519186211468
2649.322147651007,0.14920158161987973
2669.6107382550335,0.14512997525495863
2689.8993288590605,0.14135491820698765
2710.1879194630874,0.13789916748442144
2730.4765100671143,0.13479156223508293
2750.765100671141,0.13206833576105348
2771.053691275168,0.12977463449389837
2791.3422818791946,0.12796628915134467
2811.6308724832215,0.1267118883516335
2831.9194630872485,0.1260952072260495
2852.2080536912754,0.12621804066659748
2872.4966442953023,0.1272034789579709
2892.785234899329,0.12919963676651092
2913.0738255033557,0.13238379595454586
2933.3624161073826,0.1369668357184185
2953.6510067114095,0.14319768266108313
2973.9395973154365,0.15136729638264368
2994.2281879194634,0.1618113880289075
3014.5167785234903,0.17491062874014596
3034.805369127517,0.19108653957387767
3055.0939597315437,0.21079060966896468
3075.3825503355706,0.2344836077030784
3095.6711409395975,0.2626018403464546
3115.9597315436245,0.2955078062367872
3136.2483221476514,0.3334250663175913
3156.5369127516783,0.3763620893797831
3176.8255033557048,0.42403806306611336
3197.1140939597317,0.4758354990779218
3217.4026845637586,0.5308204234564571
3237.6912751677855,0.5878948092035616
3257.9798657718125,0.6461854562043643
3278.2684563758394,0.7057600590691716
3298.557046979866,0.7680048328602074
3318.8456375838928,0.830272510723352
3339.1342281879197,0.8759533393233067
3359.4228187919466,0.9009776078952764
3379.7114093959735,0.916026883819234
3400.0,0.9262491537869455
